unit_id,wav,source,recording,family_rule,start_ms,end_ms,duration_ms,locality,region,recordist,year,snrp,seg_idx,label_class,kept,exclusion_reasons,knn15_majority_cluster,outside_envelope
ML381123041_01,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_01.wav,macaulay,ML381123041,,19530,19990,460,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,1,"vocalisation, species unconfirmed",True,,12,False
ML381123041_02,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_02.wav,macaulay,ML381123041,,20710,21290,580,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,2,"vocalisation, species unconfirmed",True,,12,False
ML381123041_03,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_03.wav,macaulay,ML381123041,,21800,22130,330,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,3,"vocalisation, species unconfirmed",True,,26,False
ML381123041_04,,macaulay,ML381123041,,46670,46930,260,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,4,"vocalisation, species unconfirmed",False,outside_xc_p95_envelope;knn15_noise_majority,-1,True
ML381123041_05,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_05.wav,macaulay,ML381123041,,58070,58280,210,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,5,"vocalisation, species unconfirmed",True,,26,False
ML381123041_06,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_06.wav,macaulay,ML381123041,,58770,59120,350,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,6,"vocalisation, species unconfirmed",True,,12,False
ML381123041_07,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_07.wav,macaulay,ML381123041,,61160,61390,230,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,7,"vocalisation, species unconfirmed",True,,12,False
ML381123041_08,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_08.wav,macaulay,ML381123041,,61950,62160,210,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,8,"vocalisation, species unconfirmed",True,,12,False
ML381123041_09,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_09.wav,macaulay,ML381123041,,66010,66430,420,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,9,"vocalisation, species unconfirmed",True,,12,False
ML381123041_10,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_10.wav,macaulay,ML381123041,,73000,74000,1000,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,10,"vocalisation, species unconfirmed",True,,12,False
ML381123041_11,,macaulay,ML381123041,,82410,82760,350,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,11,"vocalisation, species unconfirmed",False,outside_xc_p95_envelope;knn15_noise_majority,-1,True
ML381123041_12,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_12.wav,macaulay,ML381123041,,107350,107600,250,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,12,"vocalisation, species unconfirmed",True,,26,False
ML381123041_13,,macaulay,ML381123041,,108880,109110,230,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,13,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML381123041_14,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_14.wav,macaulay,ML381123041,,110500,110710,210,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,14,"vocalisation, species unconfirmed",True,,26,False
ML381123041_15,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_15.wav,macaulay,ML381123041,,111760,111970,210,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,15,"vocalisation, species unconfirmed",True,,26,False
ML381123041_16,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_16.wav,macaulay,ML381123041,,112730,112990,260,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,16,"vocalisation, species unconfirmed",True,,20,False
ML381123041_17,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_17.wav,macaulay,ML381123041,,113150,113430,280,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,17,"vocalisation, species unconfirmed",True,,26,False
ML381123041_18,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_18.wav,macaulay,ML381123041,,120190,120490,300,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,18,"vocalisation, species unconfirmed",True,,12,False
ML381123041_19,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_19.wav,macaulay,ML381123041,,122000,122790,790,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,19,"vocalisation, species unconfirmed",True,,12,False
ML381123041_20,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_20.wav,macaulay,ML381123041,,122900,123160,260,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,20,"vocalisation, species unconfirmed",True,,12,False
ML381123041_21,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_21.wav,macaulay,ML381123041,,123270,123580,310,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,21,"vocalisation, species unconfirmed",True,,12,False
ML381123041_22,/opt/data/macaulay_kaka_probe/report/merged_units/ML381123041_22.wav,macaulay,ML381123041,,128030,128480,450,"Ness Valley Road (366), Ness Valley",Auckland,Sue F,2021,71.46,22,"vocalisation, species unconfirmed",True,,12,False
ML639898527_00,,macaulay,ML639898527,,950,1300,350,Wellington--Central Park,Wellington,Richard Littauer,2024,7.74,0,"vocalisation, species unconfirmed",False,first_segment_tape_head_risk,12,False
ML639898527_01,,macaulay,ML639898527,,3410,3620,210,Wellington--Central Park,Wellington,Richard Littauer,2024,7.74,1,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML628858780_00,,macaulay,ML628858780,,8610,8850,240,Orokonui Ecosanctuary,Otago,Herb Elliott,2025,16.6,0,"vocalisation, species unconfirmed",False,knn15_noise_majority;first_segment_tape_head_risk,-1,False
ML628858780_01,,macaulay,ML628858780,,19970,20320,350,Orokonui Ecosanctuary,Otago,Herb Elliott,2025,16.6,1,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML628858780_02,/opt/data/macaulay_kaka_probe/report/merged_units/ML628858780_02.wav,macaulay,ML628858780,,20740,20970,230,Orokonui Ecosanctuary,Otago,Herb Elliott,2025,16.6,2,"vocalisation, species unconfirmed",True,,20,False
ML658445816_00,,macaulay,ML658445816,,5410,5620,210,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,0,"vocalisation, species unconfirmed",False,knn15_noise_majority;first_segment_tape_head_risk,-1,False
ML658445816_01,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_01.wav,macaulay,ML658445816,,8850,9060,210,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,1,"vocalisation, species unconfirmed",True,,25,False
ML658445816_02,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_02.wav,macaulay,ML658445816,,10730,11380,650,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,2,"vocalisation, species unconfirmed",True,,25,False
ML658445816_03,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_03.wav,macaulay,ML658445816,,12890,13420,530,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,3,"vocalisation, species unconfirmed",True,,25,False
ML658445816_04,,macaulay,ML658445816,,14740,15350,610,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,4,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML658445816_05,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_05.wav,macaulay,ML658445816,,17410,18000,590,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,5,"vocalisation, species unconfirmed",True,,25,False
ML658445816_06,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_06.wav,macaulay,ML658445816,,21520,22150,630,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,6,"vocalisation, species unconfirmed",True,,26,False
ML658445816_07,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_07.wav,macaulay,ML658445816,,24100,24780,680,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,7,"vocalisation, species unconfirmed",True,,26,False
ML658445816_08,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_08.wav,macaulay,ML658445816,,34090,34710,620,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,8,"vocalisation, species unconfirmed",True,,26,False
ML658445816_09,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_09.wav,macaulay,ML658445816,,39220,39780,560,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,9,"vocalisation, species unconfirmed",True,,26,False
ML658445816_10,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_10.wav,macaulay,ML658445816,,41820,42330,510,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,10,"vocalisation, species unconfirmed",True,,25,False
ML658445816_11,/opt/data/macaulay_kaka_probe/report/merged_units/ML658445816_11.wav,macaulay,ML658445816,,47760,48040,280,"Tāwharanui Peninsula, Auckland, NZ",Auckland,Sam Shea,2026,8.26,11,"vocalisation, species unconfirmed",True,,25,False
ML259407501_00,,macaulay,ML259407501,,390,700,310,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,0,"vocalisation, species unconfirmed",False,knn15_noise_majority;first_segment_tape_head_risk,-1,False
ML259407501_01,,macaulay,ML259407501,,3020,3390,370,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,1,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_02,/opt/data/macaulay_kaka_probe/report/merged_units/ML259407501_02.wav,macaulay,ML259407501,,16420,16760,340,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,2,"vocalisation, species unconfirmed",True,,24,False
ML259407501_03,,macaulay,ML259407501,,18390,18740,350,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,3,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_04,,macaulay,ML259407501,,19130,19390,260,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,4,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_05,,macaulay,ML259407501,,22340,22550,210,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,5,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_06,,macaulay,ML259407501,,22800,23380,580,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,6,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_07,,macaulay,ML259407501,,30390,30930,540,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,7,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_08,,macaulay,ML259407501,,32810,33270,460,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,8,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_09,,macaulay,ML259407501,,34970,35430,460,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,9,"vocalisation, species unconfirmed",False,outside_xc_p95_envelope;knn15_noise_majority,-1,True
ML259407501_10,,macaulay,ML259407501,,37550,37940,390,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,10,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_11,,macaulay,ML259407501,,41400,41820,420,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,11,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_12,,macaulay,ML259407501,,46250,46650,400,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,12,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML259407501_13,,macaulay,ML259407501,,51710,52180,470,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,13,"vocalisation, species unconfirmed",False,outside_xc_p95_envelope;knn15_noise_majority,-1,True
ML259407501_14,/opt/data/macaulay_kaka_probe/report/merged_units/ML259407501_14.wav,macaulay,ML259407501,,59700,60210,510,Nelson Lakes NP--Kerr Bay,Tasman,Ken George,2020,10.15,14,"vocalisation, species unconfirmed",True,,24,False
ML588609891_00,,macaulay,ML588609891,,5850,6110,260,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,0,"vocalisation, species unconfirmed",False,first_segment_tape_head_risk,12,False
ML588609891_01,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_01.wav,macaulay,ML588609891,,6970,7450,480,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,1,"vocalisation, species unconfirmed",True,,12,False
ML588609891_02,,macaulay,ML588609891,,8500,8780,280,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,2,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML588609891_03,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_03.wav,macaulay,ML588609891,,14720,15120,400,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,3,"vocalisation, species unconfirmed",True,,12,False
ML588609891_04,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_04.wav,macaulay,ML588609891,,15770,16420,650,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,4,"vocalisation, species unconfirmed",True,,12,False
ML588609891_05,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_05.wav,macaulay,ML588609891,,21360,21780,420,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,5,"vocalisation, species unconfirmed",True,,12,False
ML588609891_06,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_06.wav,macaulay,ML588609891,,22550,22850,300,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,6,"vocalisation, species unconfirmed",True,,12,False
ML588609891_07,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_07.wav,macaulay,ML588609891,,23270,23500,230,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,7,"vocalisation, species unconfirmed",True,,25,False
ML588609891_08,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_08.wav,macaulay,ML588609891,,23640,23850,210,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,8,"vocalisation, species unconfirmed",True,,12,False
ML588609891_09,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_09.wav,macaulay,ML588609891,,25100,25330,230,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,9,"vocalisation, species unconfirmed",True,,12,False
ML588609891_10,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_10.wav,macaulay,ML588609891,,28720,29070,350,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,10,"vocalisation, species unconfirmed",True,,12,False
ML588609891_11,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_11.wav,macaulay,ML588609891,,30980,31320,340,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,11,"vocalisation, species unconfirmed",True,,25,False
ML588609891_12,,macaulay,ML588609891,,32930,33130,200,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,12,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML588609891_13,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_13.wav,macaulay,ML588609891,,34370,34600,230,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,13,"vocalisation, species unconfirmed",True,,12,False
ML588609891_14,/opt/data/macaulay_kaka_probe/report/merged_units/ML588609891_14.wav,macaulay,ML588609891,,42490,42840,350,"123B Aro Street, Wellington, Wellington,",Wellington,Jim Kirker,2023,14.66,14,"vocalisation, species unconfirmed",True,,12,False
ML639433225_00,,macaulay,ML639433225,,580,880,300,Zealandia--Lower Dam,Wellington,Richard Littauer,2025,23.33,0,"vocalisation, species unconfirmed",False,knn15_noise_majority;first_segment_tape_head_risk,-1,False
ML639433225_01,,macaulay,ML639433225,,1140,1740,600,Zealandia--Lower Dam,Wellington,Richard Littauer,2025,23.33,1,"vocalisation, species unconfirmed",False,knn15_noise_majority,-1,False
ML203938051_00,,macaulay,ML203938051,,8820,9150,330,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,0,"vocalisation, species unconfirmed",False,first_segment_tape_head_risk,22,False
ML203938051_01,,macaulay,ML203938051,,10150,10400,250,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,1,"vocalisation, species unconfirmed",False,outside_xc_p95_envelope;knn15_noise_majority,-1,True
ML203938051_02,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_02.wav,macaulay,ML203938051,,12100,12380,280,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,2,"vocalisation, species unconfirmed",True,,7,False
ML203938051_03,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_03.wav,macaulay,ML203938051,,15580,16140,560,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,3,"vocalisation, species unconfirmed",True,,7,False
ML203938051_04,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_04.wav,macaulay,ML203938051,,16370,17140,770,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,4,"vocalisation, species unconfirmed",True,,6,False
ML203938051_05,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_05.wav,macaulay,ML203938051,,19040,19440,400,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,5,"vocalisation, species unconfirmed",True,,7,False
ML203938051_06,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_06.wav,macaulay,ML203938051,,20480,21040,560,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,6,"vocalisation, species unconfirmed",True,,6,False
ML203938051_07,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_07.wav,macaulay,ML203938051,,21590,21850,260,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,7,"vocalisation, species unconfirmed",True,,7,False
ML203938051_08,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_08.wav,macaulay,ML203938051,,28210,28560,350,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,8,"vocalisation, species unconfirmed",True,,7,False
ML203938051_09,/opt/data/macaulay_kaka_probe/report/merged_units/ML203938051_09.wav,macaulay,ML203938051,,30950,31670,720,Sanctuary Mountain,Waikato,Doug and Denise Norris,2017,18.62,9,"vocalisation, species unconfirmed",True,,7,False
